sentence	label
can you show the distance to mexican restaurant on foot	9
can you show the distance to italian coffee shop on foot	9
can you show the distance to italian restaurant on foot	9
find me the distance to the cheapest mexican coffee shop by car	9
find me the distance to the cheapest mexican restaurant by car	9
find me the distance to the cheapest italian coffee shop by car	9
find me the distance to the cheapest italian restaurant by car	9
show the distance to a good hotel	9
show the distance to a good movie theatre	9
find the distance to a expensive hospital closeby	9
find the distance to a expensive supermarket closeby	9
can you please tell the distance to a cheap railway station in miles	9
can you please tell the distance to a cheap police station in miles	9
please show the distance to a good kfc closeby in meters	9
please show the distance to a good walmart closeby in meters	9
please show the distance to a good starbucks closeby in meters	9
tell me the distance to a expensive coffee shop by bike	9
tell me the distance to a expensive restaurant by bike	9
can you find the distance to a cheap hotel nearby	9
can you find the distance to a cheap movie theatre nearby	9
macdonald's	9
domino's	9
to railway station	9
to police station	9
to a kfc closeby	9
to a walmart closeby	9
to a starbucks closeby	9
japanese coffee shop in meters	9
japanese restaurant in meters	9
greek coffee shop in meters	9
greek restaurant in meters	9
to french coffee shop	9
to french restaurant	9
to thai coffee shop	9
to thai restaurant	9
to a expensive spanish coffee shop	9
to a expensive spanish restaurant	9
to a expensive mediterranean coffee shop	9
to a expensive mediterranean restaurant	9
to a vietnamese coffee shop nearby	9
to a vietnamese restaurant nearby	9
to a european coffee shop nearby	9
to a european restaurant nearby	9
a cheap hospital in kilometers	9
a cheap supermarket in kilometers	9
a railway station closeby	9
a police station closeby	9
the closest coffee shop in meters	9
the closest restaurant in meters	9
the cheapest hotel nearby	9
the cheapest movie theatre nearby	9
to a closeby kfc in miles	9
to a closeby walmart in miles	9
to a closeby starbucks in miles	9
nearby macdonald's	9
nearby domino's	9
macdonald's	9
domino's	9
to railway station	9
to police station	9
to a good hotel	9
to a good movie theatre	9
to a kfc closeby	9
to a walmart closeby	9
to a starbucks closeby	9
japanese coffee shop in meters	9
japanese restaurant in meters	9
greek coffee shop in meters	9
greek restaurant in meters	9
to french coffee shop	9
to french restaurant	9
to thai coffee shop	9
to thai restaurant	9
to a expensive spanish coffee shop	9
to a expensive spanish restaurant	9
to a expensive mediterranean restaurant	9
to a vietnamese coffee shop nearby	9
to a vietnamese restaurant nearby	9
to a european coffee shop nearby	9
to a european restaurant nearby	9
a cheap hospital in kilometers	9
a cheap supermarket in kilometers	9
a railway station closeby	9
a police station closeby	9
the closest coffee shop in meters	9
the closest restaurant in meters	9
the cheapest hotel nearby	9
the cheapest movie theatre nearby	9
to a closeby kfc in miles	9
to a closeby walmart in miles	9
to a closeby starbucks in miles	9
nearby macdonald's	9
nearby domino's	9
what is the traveling time to london	10
what is the traveling time to san jose	10
how much is the traveling time from work to san francisco	10
how much is the traveling time from work to 2788, san thomas express way, santa clara	10
what is the traveling time from 203, lincoln avenue to 203, lincoln avenue by car	10
what is the traveling time from 203, lincoln avenue to nvidia by car	10
what is the traveling time from 2788, san thomas express way, santa clara to 203, lincoln avenue by car	10
what is the traveling time from 2788, san thomas express way, santa clara to nvidia by car	10
how long does it take to reach facebook	10
how long will it take to reach new york from nvidia headquarters	10
how long will it take to reach new york from intel museum	10
how long will it take to reach work from nvidia headquarters	10
how long will it take to reach work from intel museum	10
how much time does it take to reach stanford by bike	10
how much time does it take to reach nvidia santa clara office by bike	10
how long does it take to reach golden gate bridge from golden gate bridge by walking	10
how long does it take to reach golden gate bridge from santa clara convention centre by walking	10
how long does it take to reach santa clara convention centre from golden gate bridge by walking	10
how long does it take to reach santa clara convention centre from santa clara convention centre by walking	10
how much time it will take to reach nvidia headquarters	10
how much time it will take to reach intel museum	10
how much time is left to reach office by bike	10
how much time is left to reach santa clara by bike	10
find me the time to reach san francisco from stanford	10
find me the time to reach san francisco from nvidia santa clara office	10
find me the time to reach 2788, san thomas express way, santa clara from stanford	10
show the time to reach home by car	10
show the time to reach chicago by car	10
can you please tell the time to reach office from new york on foot	10
can you please tell the time to reach office from nvidia on foot	10
can you please tell the time to reach santa clara from new york on foot	10
can you please tell the time to reach santa clara from nvidia on foot	10
can you show the traveling time to nvidia headquarters	10
can you show the traveling time to intel museum	10
please tell me the traveling time to golden gate bridge	10
please tell me the traveling time to santa clara convention centre	10
what is the travling time to stanford from 203, lincoln avenue	10
what is the travling time to nvidia santa clara office from 203, lincoln avenue	10
what is the travling time to nvidia santa clara office from 2788, san thomas express way, santa clara	10
can you show the traveling time from san francisco from new york	10
can you show the traveling time from san francisco from work	10
can you show the traveling time from london from new york	10
can you show the traveling time from london from work	10
nvidia headquarters	10
intel museum	10
to golden gate bridge	10
to santa clara convention centre	10
time to stanford	10
time to google by car	10
time to facebook by car	10
to golden gate bridge by bike	10
to santa clara convention centre by bike	10
nvidia headquarters	10
to golden gate bridge	10
to santa clara convention centre	10
time to stanford	10
time to reach new york	10
time to reach work	10
time to google by car	10
time to facebook by car	10
to golden gate bridge by bike	10
to santa clara convention centre by bike	10
how much is the traveling time	11
how far is the traveling time	11
find the traveling time	11
can you show the travel time	11
can you find me the traveling time	11
can you get the traveling time	11
please show the traveling time	11
please find the travel time	11
please show me the traveling time	11
how much time will it take to reach	11
how long does it take to reach	11
how much time is left to reach it	11
how long will it take to reach by bike	11
what is traveling time by car	11
how much time will it take to reach by walking	11
how far is the traveling time on foot	11
find the traveling time by car	11
can you show the traveling time by bike	11
please get the traveling time by walking	11
please display the travel time by foot	11
what is the traveling time to a hospital	11
what is the traveling time to a supermarket	11
how long is the traveling time to a railway station closeby	11
how long is the traveling time to a police station closeby	11
how far is the traveling time to a indian coffee shop	11
how far is the traveling time to a indian restaurant	11
how far is the traveling time to a chinese restaurant	11
what is the traveling time to a continental coffee shop nearby	11
what is the traveling time to a continental restaurant nearby	11
what is the traveling time to a american coffee shop nearby	11
what is the traveling time to a american restaurant nearby	11
how much is the traveling time to a good hotel	11
how much is the traveling time to a good movie theatre	11
what is the traveling time to the [$poisortcriteria_06] coffee shop	11
what is the traveling time to the [$poisortcriteria_06] restaurant	11
how long is the traveling time to a closeby kfc nearby	11
how long is the traveling time to a closeby walmart nearby	11
how far is the traveling time to a macdonald's by car	11
how far is the traveling time to a domino's by car	11
what is the traveling time to a expensive hospital by bike	11
what is the traveling time to a expensive supermarket by bike	11
how much is the traveling time to the cheapest hotel by walking	11
how much is the traveling time to the cheapest movie theatre by walking	11
how long does it take to reach a railway station	11
how long does it take to reach a police station	11
how long does it take to reach a kfc closeby	11
how long does it take to reach a walmart closeby	11
how long does it take to reach a starbucks closeby	11
how long does it take to reach a cheap coffee shop by foot	11
how long does it take to reach a cheap restaurant by foot	11
how long does it take to reach a nearby hospital by car	11
how long does it take to reach a nearby supermarket by car	11
how much time it will take to reach a railway station	11
how much time it will take to reach a police station	11
how much time it will take to reach a kfc nearby	11
how much time it will take to reach a walmart nearby	11
how much time it will take to reach a starbucks nearby	11
how much time is left to reach a expensive movie theatre closeby	11
how much time will it take to reach the cheapest macdonald's nearby	11
how much time will it take to reach the cheapest domino's nearby	11
how long it will take to reach the cheapest coffee shop	11
how long it will take to reach the cheapest restaurant	11
how much time it will take on foot to reach a supermarket closeby	11
how much time is left to reach a good coffee shop by car	11
how much time is left to reach a good restaurant by car	11
how much time is left to reach the railway station	11
how much time is left to reach the police station	11
find me the time to reach a kfc	11
find me the time to reach a walmart	11
find me the time to reach a starbucks	11
show the time to reach a expensive hotel	11
show the time to reach a expensive movie theatre	11
can you show me the time to reach a cheap hospital closeby	11
can you show me the time to reach a cheap supermarket closeby	11
tell me the time to reach a hotel by bike	11
tell me the time to reach a movie theatre by bike	11
find the time to reach a expensive coffee shop by walking	11
find the time to reach a expensive restaurant by walking	11
please show me the time to reach the cheapest hotel	11
please show me the time to reach the cheapest movie theatre	11
can you please find me the time to reach the cheapest hospital nearby	11
railway station	11
police station	11
to kfc	11
to walmart	11
to starbucks	11
to a good hospital	11
to a good supermarket	11
to a macdonald's expensive	11
to a domino's expensive	11
a expensive hotel	11
a expensive movie theatre	11
a coffee shop closeby by car	11
a restaurant closeby by car	11
the cheapest coffee shop	11
the cheapest restaurant	11
the cheapest hotel nearby	11
the cheapest movie theatre nearby	11
to a closeby hospital by bike	11
nearby railway station	11
nearby macdonald's by walking	11
nearby domino's by walking	11
railway station	11
police station	11
to kfc	11
to walmart	11
to starbucks	11
to a good hospital	11
to a good supermarket	11
to a macdonald's expensive	11
to a domino's expensive	11
a expensive hotel	11
a expensive movie theatre	11
a coffee shop closeby by car	11
a restaurant closeby by car	11
the cheapest coffee shop	11
the cheapest restaurant	11
the cheapest hotel nearby	11
the cheapest movie theatre nearby	11
to a closeby hospital by bike	11
to a closeby supermarket by bike	11
nearby railway station	11
nearby police station	11
nearby macdonald's by walking	11
nearby domino's by walking	11
how long will it add to my commute	12
tell me how much time it will add	12
find the amount of time that will be added to commute	12
can you tell you me how long it will add to my commute	12
please tell me how much time it will add	12
please find how much time will be added	12
how much additional time will it take to go to a coffee shop on the way	12
how much additional time will it take to go to a restaurant on the way	12
tell me how much time will be added to go to a hotel	12
how much extra time will it take to stop at a supermarket	12
find the amount of time that will be added to make a stop at a railway station	12
how much time will be added to go to a kfc on the road	12
how much time will be added to go to a walmart on the road	12
how much time will be added to go to a starbucks on the road	12
how much extra time will it add to go to a macdonald's	12
can you show how much time will be added to go to a coffee shop	12
can you show how much time will be added to go to a restaurant	12
please find how much additional time will be taken to go to a movie theatre	12
please tell me the amount of time added to commute to go to a starbucks	12
when is the estimated arrival time	13
show me at what time i will reach	13
at what time will i arrive	13
can you show the estimated arrival time	13
can you display eta	13
please find the estimated arrival time	13
please show eta	13
please tell me when will i get there	13
please get arrival time	13
when will i reach destination	13
get the estimated arrival time	13
when will i reach	13
what is the eta	13
at what time will i reach by bike	13
show time when i will reach by walking	13
when will i reach on foot	13
what is the estimated arrival time to reach chicago	13
at what time will i reach office	13
at what time will i reach santa clara	13
tell me at what time i will reach nvidia headquarters	13
tell me at what time i will reach intel museum	13
when will i reach london from home	13
when will i reach london from work	13
when will i reach san jose from home	13
when will i reach san jose from work	13
can you tell me the estimated arrival time to get to san francisco	13
can you tell me the estimated arrival time to get to 2788, san thomas express way, santa clara	13
what is the expected time to get from office to nvidia	13
what is the expected time to get from santa clara to nvidia	13
how far is the estimated time to reach google	13
how far is the estimated time to reach facebook	13
when will i get to stanford by car	13
when will i get to nvidia santa clara office by car	13
how far is the estimated arrival time to 203, lincoln avenue	13
how far is the estimated arrival time to nvidia	13
what time will i arrive at golden gate bridge from 203, lincoln avenue by bike	13
what time will i arrive at santa clara convention centre from 203, lincoln avenue by bike	13
when can i expect to reach new york	13
when can i expect to reach work	13
what is the eta to reach golden gate bridge	13
what is the eta to reach santa clara convention centre	13
what is the eta to reach stanford from nvidia headquarters	13
what is the eta to reach nvidia santa clara office from nvidia headquarters	13
what is the eta to reach nvidia santa clara office from intel museum	13
what is the eta by walking from golden gate bridge to google	13
what is the eta by walking from golden gate bridge to facebook	13
what is the eta by walking from santa clara convention centre to google	13
what is the eta by walking from santa clara convention centre to facebook	13
intel museum	13
to golden gate bridge	13
google by car	13
facebook by car	13
to golden gate bridge by bike	13
to santa clara convention centre by bike	13
show me the directions to london	14
show me the directions to san jose	14
find the route to san francisco	14
find the route to 2788, san thomas express way, santa clara	14
display directions to 203, lincoln avenue	14
display directions to nvidia	14
can you show the directions to google	14
can you show the directions to facebook	14
can you find me the route to new york	14
can you find me the route to work	14
please get the directions to stanford	14
please get the directions to nvidia santa clara office	14
please display the way to golden gate bridge	14
please display the way to santa clara convention centre	14
find me the path to office from san jose	14
find me the path to santa clara from san jose	14
find me the path to santa clara from chicago	14
get directions to nvidia headquarters from san francisco	14
get directions to nvidia headquarters from london	14
get directions to intel museum from san francisco	14
get directions to intel museum from london	14
can you show route to golden gate bridge from 203, lincoln avenue	14
can you show route to golden gate bridge from 2788, san thomas express way, santa clara	14
can you show route to santa clara convention centre from 203, lincoln avenue	14
can you show route to santa clara convention centre from 2788, san thomas express way, santa clara	14
can you get me directions to stanford from google	14
can you get me directions to stanford from facebook	14
can you get me directions to nvidia santa clara office from google	14
can you get me directions to nvidia santa clara office from facebook	14
can you show me the route to new york by car	14
can you show me the route to work by car	14
show me directions to google by bike	14
show me directions to facebook by bike	14
find route to 203, lincoln avenue by walking	14
find route to nvidia by walking	14
can you display directions to san francisco by foot	14
can you display directions to 2788, san thomas express way, santa clara by foot	14
please find the directions to home by bike	14
please find the directions to chicago by bike	14
please get directions to office by walking	14
please get directions to santa clara by walking	14
can you please find me the way to golden gate bridge from santa clara by bike	14
can you please find me the way to santa clara convention centre from office by bike	14
can you please find me the way to santa clara convention centre from santa clara by bike	14
find me the directions by walking to stanford	14
find me the directions by walking to nvidia santa clara office	14
show me the way from google to san francisco	14
show me the way from google to 2788, san thomas express way, santa clara	14
show me the way from facebook to san francisco	14
show me the way from facebook to 2788, san thomas express way, santa clara	14
fetch me the route by foot from san francisco to stanford	14
fetch me the route by foot from san francisco to nvidia santa clara office	14
fetch me the route by foot from london to nvidia santa clara office	14
can you show the directions to nvidia headquarters from san jose	14
can you show the directions to intel museum from san jose	14
can you show the directions to intel museum from chicago	14
please find the directions from san francisco to golden gate bridge	14
please find the directions from san francisco to santa clara convention centre	14
please find the directions from london to golden gate bridge	14
please find the directions from london to santa clara convention centre	14
can you get directions from 203, lincoln avenue to stanford by car	14
can you get directions from 203, lincoln avenue to nvidia santa clara office by car	14
can you get directions from 2788, san thomas express way, santa clara to stanford by car	14
can you get directions from 2788, san thomas express way, santa clara to nvidia santa clara office by car	14
please find directions from google to santa clara	14
please find directions from facebook to office	14
new york	14
work	14
google by bike	14
facebook by bike	14
to 203, lincoln avenue	14
to nvidia	14
to london on foot	14
to san jose on foot	14
new york	14
google by bike	14
to 203, lincoln avenue	14
to nvidia	14
to london on foot	14
to san jose on foot	14
get me the directions	15
show the way	15
find the path	15
display route	15
find me the directions to it	15
get directions	15
show me directions	15
please show the directions to it	15
please display directions	15
please find me the directions	15
please show the path	15
can you show the directions	15
can you find me the directions to it	15
can you show the way	15
show the directions by car	15
get me the route by bike	15
find me the route by walking	15
display directions by foot	15
please find the directions by bike	15
can you display the route by walking	15
please show the directions by foot	15
can you show the way to a coffee shop	15
can you show the way to a restaurant	15
please display the directions to a hotel near home	15
please display the directions to a hotel near chicago	15
please display the directions to a movie theatre near home	15
please display the directions to a movie theatre near chicago	15
can you find me the path to a hospital within two meters	15
can you find me the path to a supermarket within two meters	15
find the directions to a railway station by walking	15
find the directions to a police station by walking	15
please show the route to a good coffee shop	15
please show the route to a good restaurant	15
can you find me the way to a expensive hotel within five kilometers	15
can you find me the way to a expensive movie theatre within five kilometers	15
can you please find the route to a cheap hospital by foot	15
can you please find the route to a cheap supermarket by foot	15
can you get me the directions to a good indian coffee shop closeby	15
can you get me the directions to a good indian restaurant closeby	15
can you get me the directions to a good chinese coffee shop closeby	15
can you get me the directions to a good chinese restaurant closeby	15
find me the route to a continental coffee shop	15
find me the route to a continental restaurant	15
find me the route to a american coffee shop	15
find me the route to a american restaurant	15
get me the way to a mexican coffee shop near office	15
get me the way to a mexican coffee shop near santa clara	15
get me the way to a mexican restaurant near office	15
get me the way to a mexican restaurant near santa clara	15
get me the way to a italian coffee shop near office	15
get me the way to a italian coffee shop near santa clara	15
get me the way to a italian restaurant near office	15
get me the way to a italian restaurant near santa clara	15
show the way to a japanese coffee shop near san francisco	15
show the way to a japanese coffee shop near 2788, san thomas express way, santa clara	15
show the way to a japanese restaurant near san francisco	15
show the way to a japanese restaurant near 2788, san thomas express way, santa clara	15
show the way to a greek coffee shop near san francisco	15
show the way to a greek coffee shop near 2788, san thomas express way, santa clara	15
show the way to a greek restaurant near san francisco	15
show the way to a greek restaurant near 2788, san thomas express way, santa clara	15
can you find the directions to a french coffee shop within ten miles	15
can you find the directions to a french restaurant within ten miles	15
can you find the directions to a thai coffee shop within ten miles	15
can you find the directions to a thai restaurant within ten miles	15
find the path to a spanish coffee shop by car	15
find the path to a spanish restaurant by car	15
find the path to a mediterranean coffee shop by car	15
find the path to a mediterranean restaurant by car	15
fetch me the route to a good vietnamese coffee shop	15
fetch me the route to a good vietnamese restaurant	15
fetch me the route to a good european coffee shop	15
fetch me the route to a good european restaurant	15
please get me the directions to a expensive indian coffee shop within two miles	15
please get me the directions to a expensive indian restaurant within two miles	15
please get me the directions to a expensive chinese coffee shop within two miles	15
please get me the directions to a expensive chinese restaurant within two miles	15
tell me the directions to a cheap continental coffee shop by bike	15
tell me the directions to a cheap continental restaurant by bike	15
tell me the directions to a cheap american coffee shop by bike	15
tell me the directions to a cheap american restaurant by bike	15
find the route to a good mexican coffee shop nearby	15
find the route to a good italian coffee shop nearby	15
find the route to a good italian restaurant nearby	15
show the way to the nearest railway station	15
show the way to the nearest police station	15
can you find the directions to the closest kfc by walking	15
can you find the directions to the closest walmart by walking	15
can you find the directions to the closest starbucks by walking	15
find me the path to the cheapest coffee shop	15
find me the path to the cheapest restaurant	15
display the route to the cheapest hotel within five meters	15
display the route to the cheapest movie theatre within five meters	15
show the route to the cheapest supermarket nearby	15
can you please find the way to the cheapest hospital closeby by walking	15
can you please find the way to the cheapest supermarket closeby by walking	15
show the directions by foot to macdonald's	15
show the directions by foot to domino's	15
can you tell the directions by walking to kfc near 203, lincoln avenue	15
can you tell the directions by walking to kfc near nvidia	15
can you tell the directions by walking to walmart near 203, lincoln avenue	15
can you tell the directions by walking to walmart near nvidia	15
can you tell the directions by walking to starbucks near 203, lincoln avenue	15
can you tell the directions by walking to starbucks near nvidia	15
find the way on foot to a good railway station	15
find the way on foot to a good police station	15
tell the directions by bike to a expensive railway station expensive	15
tell the directions by bike to a expensive police station expensive	15
show the path by walking to the closest supermarket	15
get me the directions by foot to the cheapest hotel	15
get me the directions by foot to the cheapest movie theatre	15
hotel	15
movie theatre	15
to hospital	15
to supermarket	15
to railway station near google	15
to railway station near facebook	15
to police station near google	15
to police station near facebook	15
indian coffee shop	15
indian restaurant	15
chinese coffee shop	15
chinese restaurant	15
to continental coffee shop	15
to continental restaurant	15
to american coffee shop	15
to american restaurant	15
to mexican coffee shop near new york	15
to mexican coffee shop near work	15
to mexican restaurant near new york	15
to mexican restaurant near work	15
to italian coffee shop near work	15
to italian restaurant near new york	15
to italian restaurant near work	15
to a good hotel	15
to a good movie theatre	15
to a kfc closeby	15
to a starbucks closeby	15
a cheap coffee shop	15
a cheap restaurant	15
a macdonald's nearby	15
a domino's nearby	15
the cheapest hotel	15
the cheapest movie theatre	15
the cheapest hospital closeby	15
the cheapest supermarket closeby	15
to a nearby railway station	15
to a nearby police station	15
closeby kfc	15
closeby walmart	15
closeby starbucks	15
hotel	15
movie theatre	15
to hospital	15
to supermarket	15
to railway station near google	15
to railway station near facebook	15
to police station near google	15
to police station near facebook	15
indian coffee shop	15
chinese coffee shop	15
chinese restaurant	15
to continental coffee shop	15
to continental restaurant	15
to american coffee shop	15
to mexican coffee shop near new york	15
to mexican coffee shop near work	15
to mexican restaurant near new york	15
to mexican restaurant near work	15
to italian coffee shop near new york	15
to italian coffee shop near work	15
to italian restaurant near work	15
to a good hotel	15
to a good movie theatre	15
to a kfc closeby	15
to a walmart closeby	15
to a starbucks closeby	15
a cheap coffee shop	15
a cheap restaurant	15
a macdonald's nearby	15
a domino's nearby	15
the cheapest hotel	15
the cheapest movie theatre	15
the cheapest hospital closeby	15
the cheapest supermarket closeby	15
to a nearby railway station	15
to a nearby police station	15
closeby kfc	15
closeby walmart	15
closeby starbucks	15
get me the directions without highways	16
show the way while avoiding highways	16
find the path and avoid highways	16
display route by avoiding highways	16
find me the directions to it while avoiding highways	16
get directions without highways	16
show me directions while avoiding highways	16
please show the directions to it by avoiding highways	16
please display directions wihtout highways	16
please find me the directions and avoid highways	16
please avoid highways and show the path	16
can you avoid highways and show the directions	16
can you find me the directions to it while avoiding highways	16
can you display the route without highways	16
can you show the way and avoid highways	16
show the directions by car without highways	16
avoid highways and find me the route by walking	16
display directions by foot by avoiding highways	16
can you display directions by car without highways	16
please find the directions by bike while avoiding highways	16
can you display the route by walking by avoiding highways	16
show me the directions to london without highways	16
show me the directions to san jose without highways	16
find the route to 2788, san thomas express way, santa clara by avoiding highways	16
display directions to 203, lincoln avenue while avoiding highways	16
display directions to nvidia while avoiding highways	16
can you avoid highways and show the directions to google	16
can you avoid highways and show the directions to facebook	16
can you find me the route to new york without highways	16
can you find me the route to work without highways	16
please get the directions to stanford while avoiding highways	16
please get the directions to nvidia santa clara office while avoiding highways	16
please display the way to golden gate bridge without highways	16
please display the way to santa clara convention centre without highways	16
find me the path to office from san jose by avoiding highways	16
find me the path to office from chicago by avoiding highways	16
find me the path to santa clara from san jose by avoiding highways	16
find me the path to santa clara from chicago by avoiding highways	16
get directions to nvidia headquarters from san francisco without highways	16
get directions to nvidia headquarters from london without highways	16
get directions to intel museum from san francisco without highways	16
get directions to intel museum from london without highways	16
can you show route to golden gate bridge from 203, lincoln avenue by avoiding highways	16
can you show route to golden gate bridge from 2788, san thomas express way, santa clara by avoiding highways	16
can you show route to santa clara convention centre from 2788, san thomas express way, santa clara by avoiding highways	16
can you get me directions to stanford from google and avoid highways	16
can you get me directions to stanford from facebook and avoid highways	16
can you get me directions to nvidia santa clara office from google and avoid highways	16
can avoid highways and you show me the route to new york by car	16
can avoid highways and you show me the route to work by car	16
show me directions to google by bike while avoiding highways	16
show me directions to facebook by bike while avoiding highways	16
find route to 203, lincoln avenue by walking without highways	16
find route to nvidia by walking without highways	16
can you display directions to san francisco by foot and avoid highways	16
can you display directions to 2788, san thomas express way, santa clara by foot and avoid highways	16
can you show me the directions to london by car without highways	16
can you show me the directions to san jose by car without highways	16
please find the directions to home by bike by avoiding highways	16
please find the directions to chicago by bike by avoiding highways	16
please get directions to office by walking and avoid highways	16
please get directions to santa clara by walking and avoid highways	16
can you please find me the way to golden gate bridge from office by bike without highways	16
can you please find me the way to santa clara convention centre from office by bike without highways	16
avoid highways and find me the directions by walking to stanford	16
avoid highways and find me the directions by walking to nvidia santa clara office	16
show me the way from google to san francisco by avoiding highways	16
show me the way from google to 2788, san thomas express way, santa clara by avoiding highways	16
show me the way from facebook to san francisco by avoiding highways	16
show me the way from facebook to 2788, san thomas express way, santa clara by avoiding highways	16
fetch me the route by foot from san francisco to nvidia santa clara office by avoiding highways	16
fetch me the route by foot from london to stanford by avoiding highways	16
can you show the directions to nvidia headquarters from san jose and avoid highways	16
can you show the directions to nvidia headquarters from chicago and avoid highways	16
